Package|Class|Method|Cyclomatic Complexity
org.apache.commons.collections4.list|AbstractListDecorator|addAll|1
org.apache.commons.collections4.list|AbstractListDecorator|decorated|1
org.apache.commons.collections4.list|AbstractListDecorator|equals|1
org.apache.commons.collections4.list|AbstractListDecorator|get|1
org.apache.commons.collections4.list|AbstractListDecorator|hashCode|1
org.apache.commons.collections4.list|AbstractListDecorator|indexOf|1
org.apache.commons.collections4.list|AbstractListDecorator|lastIndexOf|1
org.apache.commons.collections4.list|AbstractListDecorator|listIterator|1
org.apache.commons.collections4.list|AbstractListDecorator|listIterator|1
org.apache.commons.collections4.list|AbstractListDecorator|remove|1
org.apache.commons.collections4.list|AbstractListDecorator|set|1
org.apache.commons.collections4.list|AbstractListDecorator|subList|1
org.apache.commons.collections4.list|AbstractSerializableListDecorator|readObject|1
org.apache.commons.collections4.list|AbstractSerializableListDecorator|writeObject|1
org.apache.commons.collections4.list|CursorableLinkedList|addNode|1
org.apache.commons.collections4.list|CursorableLinkedList|broadcastNodeChanged|4
org.apache.commons.collections4.list|CursorableLinkedList|broadcastNodeInserted|4
org.apache.commons.collections4.list|CursorableLinkedList|broadcastNodeRemoved|4
org.apache.commons.collections4.list|CursorableLinkedList|createSubListListIterator|1
org.apache.commons.collections4.list|CursorableLinkedList|cursor|1
org.apache.commons.collections4.list|CursorableLinkedList|cursor|1
org.apache.commons.collections4.list|CursorableLinkedList|init|1
org.apache.commons.collections4.list|CursorableLinkedList|iterator|1
org.apache.commons.collections4.list|CursorableLinkedList|listIterator|1
org.apache.commons.collections4.list|CursorableLinkedList|listIterator|1
org.apache.commons.collections4.list|CursorableLinkedList|readObject|1
org.apache.commons.collections4.list|CursorableLinkedList|registerCursor|1
org.apache.commons.collections4.list|CursorableLinkedList|removeAllNodes|4
org.apache.commons.collections4.list|CursorableLinkedList|removeNode|1
org.apache.commons.collections4.list|CursorableLinkedList|unregisterCursor|4
org.apache.commons.collections4.list|CursorableLinkedList|updateNode|1
org.apache.commons.collections4.list|CursorableLinkedList|writeObject|1
org.apache.commons.collections4.list|Cursor|add|1
org.apache.commons.collections4.list|Cursor|checkModCount|3
org.apache.commons.collections4.list|Cursor|close|3
org.apache.commons.collections4.list|Cursor|nextIndex|5
org.apache.commons.collections4.list|Cursor|nodeChanged|1
org.apache.commons.collections4.list|Cursor|nodeInserted|3
org.apache.commons.collections4.list|Cursor|nodeRemoved|5
org.apache.commons.collections4.list|Cursor|remove|3
org.apache.commons.collections4.list|FixedSizeList|fixedSizeList|1
org.apache.commons.collections4.list|FixedSizeList|unsupportedOperationException|1
org.apache.commons.collections4.list|FixedSizeList|add|1
org.apache.commons.collections4.list|FixedSizeList|add|1
org.apache.commons.collections4.list|FixedSizeList|addAll|1
org.apache.commons.collections4.list|FixedSizeList|addAll|1
org.apache.commons.collections4.list|FixedSizeList|clear|1
org.apache.commons.collections4.list|FixedSizeList|get|1
org.apache.commons.collections4.list|FixedSizeList|indexOf|1
org.apache.commons.collections4.list|FixedSizeList|isFull|1
org.apache.commons.collections4.list|FixedSizeList|iterator|1
org.apache.commons.collections4.list|FixedSizeList|lastIndexOf|1
org.apache.commons.collections4.list|FixedSizeList|listIterator|1
org.apache.commons.collections4.list|FixedSizeList|listIterator|1
org.apache.commons.collections4.list|FixedSizeList|maxSize|1
org.apache.commons.collections4.list|FixedSizeList|remove|1
org.apache.commons.collections4.list|FixedSizeList|remove|1
org.apache.commons.collections4.list|FixedSizeList|removeAll|1
org.apache.commons.collections4.list|FixedSizeList|removeIf|1
org.apache.commons.collections4.list|FixedSizeList|retainAll|1
org.apache.commons.collections4.list|FixedSizeList|set|1
org.apache.commons.collections4.list|FixedSizeList|subList|1
org.apache.commons.collections4.list|GrowthList|growthList|1
org.apache.commons.collections4.list|GrowthList|add|3
org.apache.commons.collections4.list|GrowthList|addAll|3
org.apache.commons.collections4.list|GrowthList|set|3
org.apache.commons.collections4.list|LazyList|lazyList|1
org.apache.commons.collections4.list|LazyList|lazyList|1
org.apache.commons.collections4.list|LazyList|element|4
org.apache.commons.collections4.list|LazyList|get|5
org.apache.commons.collections4.list|LazyList|subList|4
org.apache.commons.collections4.list|NodeCachingLinkedList|addNodeToCache|3
org.apache.commons.collections4.list|NodeCachingLinkedList|createNode|3
org.apache.commons.collections4.list|NodeCachingLinkedList|getMaximumCacheSize|1
org.apache.commons.collections4.list|NodeCachingLinkedList|getNodeFromCache|3
org.apache.commons.collections4.list|NodeCachingLinkedList|isCacheFull|1
org.apache.commons.collections4.list|NodeCachingLinkedList|readObject|1
org.apache.commons.collections4.list|NodeCachingLinkedList|removeAllNodes|3
org.apache.commons.collections4.list|NodeCachingLinkedList|removeNode|1
org.apache.commons.collections4.list|NodeCachingLinkedList|setMaximumCacheSize|1
org.apache.commons.collections4.list|NodeCachingLinkedList|shrinkCacheToMaximumSize|3
org.apache.commons.collections4.list|NodeCachingLinkedList|writeObject|1
org.apache.commons.collections4.list|PredicatedList|predicatedList|1
org.apache.commons.collections4.list|PredicatedList|add|1
org.apache.commons.collections4.list|PredicatedList|addAll|1
org.apache.commons.collections4.list|PredicatedList|decorated|1
org.apache.commons.collections4.list|PredicatedList|equals|1
org.apache.commons.collections4.list|PredicatedList|get|1
org.apache.commons.collections4.list|PredicatedList|hashCode|1
org.apache.commons.collections4.list|PredicatedList|indexOf|1
org.apache.commons.collections4.list|PredicatedList|lastIndexOf|1
org.apache.commons.collections4.list|PredicatedList|listIterator|1
org.apache.commons.collections4.list|PredicatedList|listIterator|1
org.apache.commons.collections4.list|PredicatedList|remove|1
org.apache.commons.collections4.list|PredicatedList|set|1
org.apache.commons.collections4.list|PredicatedList|subList|1
org.apache.commons.collections4.list|SetUniqueList|setUniqueList|3
org.apache.commons.collections4.list|SetUniqueList|add|1
org.apache.commons.collections4.list|SetUniqueList|add|3
org.apache.commons.collections4.list|SetUniqueList|addAll|1
org.apache.commons.collections4.list|SetUniqueList|addAll|3
org.apache.commons.collections4.list|SetUniqueList|asSet|1
org.apache.commons.collections4.list|SetUniqueList|clear|1
org.apache.commons.collections4.list|SetUniqueList|contains|1
org.apache.commons.collections4.list|SetUniqueList|containsAll|1
org.apache.commons.collections4.list|SetUniqueList|createSetBasedOnList|3
org.apache.commons.collections4.list|SetUniqueList|iterator|1
org.apache.commons.collections4.list|SetUniqueList|listIterator|1
org.apache.commons.collections4.list|SetUniqueList|listIterator|1
org.apache.commons.collections4.list|SetUniqueList|remove|1
org.apache.commons.collections4.list|SetUniqueList|remove|3
org.apache.commons.collections4.list|SetUniqueList|removeAll|1
org.apache.commons.collections4.list|SetUniqueList|removeIf|1
org.apache.commons.collections4.list|SetUniqueList|retainAll|4
org.apache.commons.collections4.list|SetUniqueList|set|3
org.apache.commons.collections4.list|SetUniqueList|subList|1
org.apache.commons.collections4.list|TransformedList|transformedList|3
org.apache.commons.collections4.list|TransformedList|transformingList|1
org.apache.commons.collections4.list|TransformedList|add|1
org.apache.commons.collections4.list|TransformedList|addAll|1
org.apache.commons.collections4.list|TransformedList|equals|1
org.apache.commons.collections4.list|TransformedList|get|1
org.apache.commons.collections4.list|TransformedList|getList|1
org.apache.commons.collections4.list|TransformedList|hashCode|1
org.apache.commons.collections4.list|TransformedList|indexOf|1
org.apache.commons.collections4.list|TransformedList|lastIndexOf|1
org.apache.commons.collections4.list|TransformedList|listIterator|1
org.apache.commons.collections4.list|TransformedList|listIterator|1
org.apache.commons.collections4.list|TransformedList|remove|1
org.apache.commons.collections4.list|TransformedList|set|1
org.apache.commons.collections4.list|TransformedList|subList|1
org.apache.commons.collections4.list|TreeList|add|3
org.apache.commons.collections4.list|TreeList|addAll|3
org.apache.commons.collections4.list|TreeList|checkInterval|3
org.apache.commons.collections4.list|TreeList|clear|1
org.apache.commons.collections4.list|TreeList|contains|1
org.apache.commons.collections4.list|TreeList|get|1
org.apache.commons.collections4.list|TreeList|indexOf|3
org.apache.commons.collections4.list|TreeList|iterator|1
org.apache.commons.collections4.list|TreeList|listIterator|1
org.apache.commons.collections4.list|TreeList|listIterator|1
org.apache.commons.collections4.list|TreeList|remove|1
org.apache.commons.collections4.list|TreeList|set|1
org.apache.commons.collections4.list|TreeList|size|1
org.apache.commons.collections4.list|TreeList|toArray|3
org.apache.commons.collections4.list|UnmodifiableList|unmodifiableList|3
org.apache.commons.collections4.list|UnmodifiableList|add|1
org.apache.commons.collections4.list|UnmodifiableList|add|1
org.apache.commons.collections4.list|UnmodifiableList|addAll|1
org.apache.commons.collections4.list|UnmodifiableList|addAll|1
org.apache.commons.collections4.list|UnmodifiableList|clear|1
org.apache.commons.collections4.list|UnmodifiableList|iterator|1
org.apache.commons.collections4.list|UnmodifiableList|listIterator|1
org.apache.commons.collections4.list|UnmodifiableList|listIterator|1
org.apache.commons.collections4.list|UnmodifiableList|remove|1
org.apache.commons.collections4.list|UnmodifiableList|remove|1
org.apache.commons.collections4.list|UnmodifiableList|removeAll|1
org.apache.commons.collections4.list|UnmodifiableList|removeIf|1
org.apache.commons.collections4.list|UnmodifiableList|retainAll|1
org.apache.commons.collections4.list|UnmodifiableList|set|1
org.apache.commons.collections4.list|UnmodifiableList|subList|1
org.apache.commons.collections4|ListUtils|defaultIfNull|1
org.apache.commons.collections4|ListUtils|emptyIfNull|1
org.apache.commons.collections4|ListUtils|fixedSizeList|1
org.apache.commons.collections4|ListUtils|getFirst|1
org.apache.commons.collections4|ListUtils|getLast|1
org.apache.commons.collections4|ListUtils|hashCodeForList|3
org.apache.commons.collections4|ListUtils|indexOf|5
org.apache.commons.collections4|ListUtils|intersection|4
org.apache.commons.collections4|ListUtils|isEqualList|6
org.apache.commons.collections4|ListUtils|lazyList|1
org.apache.commons.collections4|ListUtils|lazyList|1
org.apache.commons.collections4|ListUtils|longestCommonSubsequence|1
org.apache.commons.collections4|ListUtils|longestCommonSubsequence|1
org.apache.commons.collections4|ListUtils|longestCommonSubsequence|1
org.apache.commons.collections4|ListUtils|partition|3
org.apache.commons.collections4|ListUtils|predicatedList|1
org.apache.commons.collections4|ListUtils|removeAll|3
org.apache.commons.collections4|ListUtils|retainAll|3
org.apache.commons.collections4|ListUtils|select|1
org.apache.commons.collections4|ListUtils|selectRejected|1
org.apache.commons.collections4|ListUtils|subtract|3
org.apache.commons.collections4|ListUtils|sum|1
org.apache.commons.collections4|ListUtils|synchronizedList|1
org.apache.commons.collections4|ListUtils|transformedList|1
org.apache.commons.collections4|ListUtils|union|1
org.apache.commons.collections4|ListUtils|unmodifiableList|1
org.apache.commons.collections4|ListValuedMap|get|1
org.apache.commons.collections4|ListValuedMap|remove|1
org.apache.commons.collections4.map|AbstractHashedMap|addEntry|1
org.apache.commons.collections4.map|AbstractHashedMap|addMapping|1
org.apache.commons.collections4.map|AbstractHashedMap|calculateNewCapacity|5
org.apache.commons.collections4.map|AbstractHashedMap|calculateThreshold|1
org.apache.commons.collections4.map|AbstractHashedMap|checkCapacity|4
org.apache.commons.collections4.map|AbstractHashedMap|clear|1
org.apache.commons.collections4.map|AbstractHashedMap|clone|1
org.apache.commons.collections4.map|AbstractHashedMap|containsKey|4
org.apache.commons.collections4.map|AbstractHashedMap|containsValue|7
org.apache.commons.collections4.map|AbstractHashedMap|convertKey|1
org.apache.commons.collections4.map|AbstractHashedMap|createEntry|1
org.apache.commons.collections4.map|AbstractHashedMap|createEntrySetIterator|3
org.apache.commons.collections4.map|AbstractHashedMap|createKeySetIterator|3
org.apache.commons.collections4.map|AbstractHashedMap|createValuesIterator|3
org.apache.commons.collections4.map|AbstractHashedMap|destroyEntry|1
org.apache.commons.collections4.map|AbstractHashedMap|doReadObject|3
org.apache.commons.collections4.map|AbstractHashedMap|doWriteObject|3
org.apache.commons.collections4.map|AbstractHashedMap|ensureCapacity|7
org.apache.commons.collections4.map|AbstractHashedMap|entryHashCode|1
org.apache.commons.collections4.map|AbstractHashedMap|entryKey|1
org.apache.commons.collections4.map|AbstractHashedMap|entryNext|1
org.apache.commons.collections4.map|AbstractHashedMap|entrySet|3
org.apache.commons.collections4.map|AbstractHashedMap|entryValue|1
org.apache.commons.collections4.map|AbstractHashedMap|equals|9
org.apache.commons.collections4.map|AbstractHashedMap|get|4
org.apache.commons.collections4.map|AbstractHashedMap|getEntry|4
org.apache.commons.collections4.map|AbstractHashedMap|hash|1
org.apache.commons.collections4.map|AbstractHashedMap|hashCode|3
org.apache.commons.collections4.map|AbstractHashedMap|hashIndex|1
org.apache.commons.collections4.map|AbstractHashedMap|init|1
org.apache.commons.collections4.map|AbstractHashedMap|isEmpty|1
org.apache.commons.collections4.map|AbstractHashedMap|isEqualKey|1
org.apache.commons.collections4.map|AbstractHashedMap|isEqualValue|1
org.apache.commons.collections4.map|AbstractHashedMap|keySet|3
org.apache.commons.collections4.map|AbstractHashedMap|mapIterator|3
org.apache.commons.collections4.map|AbstractHashedMap|put|4
org.apache.commons.collections4.map|AbstractHashedMap|putAll|3
org.apache.commons.collections4.map|AbstractHashedMap|remove|4
org.apache.commons.collections4.map|AbstractHashedMap|removeEntry|3
org.apache.commons.collections4.map|AbstractHashedMap|removeMapping|1
org.apache.commons.collections4.map|AbstractHashedMap|reuseEntry|1
org.apache.commons.collections4.map|AbstractHashedMap|size|1
org.apache.commons.collections4.map|AbstractHashedMap|toString|5
org.apache.commons.collections4.map|AbstractHashedMap|updateEntry|1
org.apache.commons.collections4.map|AbstractHashedMap|values|3
org.apache.commons.collections4.map|AbstractIterableMap|mapIterator|1
org.apache.commons.collections4.map|AbstractLinkedMap|addEntry|1
org.apache.commons.collections4.map|AbstractLinkedMap|clear|1
org.apache.commons.collections4.map|AbstractLinkedMap|containsValue|7
org.apache.commons.collections4.map|AbstractLinkedMap|createEntry|1
org.apache.commons.collections4.map|AbstractLinkedMap|createEntrySetIterator|3
org.apache.commons.collections4.map|AbstractLinkedMap|createKeySetIterator|3
org.apache.commons.collections4.map|AbstractLinkedMap|createValuesIterator|3
org.apache.commons.collections4.map|AbstractLinkedMap|entryAfter|1
org.apache.commons.collections4.map|AbstractLinkedMap|entryBefore|1
org.apache.commons.collections4.map|AbstractLinkedMap|firstKey|3
org.apache.commons.collections4.map|AbstractLinkedMap|getEntry|7
org.apache.commons.collections4.map|AbstractLinkedMap|getEntry|1
org.apache.commons.collections4.map|AbstractLinkedMap|init|1
org.apache.commons.collections4.map|AbstractLinkedMap|lastKey|3
org.apache.commons.collections4.map|AbstractLinkedMap|mapIterator|3
org.apache.commons.collections4.map|AbstractLinkedMap|nextKey|1
org.apache.commons.collections4.map|AbstractLinkedMap|previousKey|1
org.apache.commons.collections4.map|AbstractLinkedMap|removeEntry|1
org.apache.commons.collections4.map|AbstractMapDecorator|clear|1
org.apache.commons.collections4.map|AbstractMapDecorator|containsKey|1
org.apache.commons.collections4.map|AbstractMapDecorator|containsValue|1
org.apache.commons.collections4.map|AbstractMapDecorator|decorated|1
org.apache.commons.collections4.map|AbstractMapDecorator|entrySet|1
org.apache.commons.collections4.map|AbstractMapDecorator|equals|3
org.apache.commons.collections4.map|AbstractMapDecorator|get|1
org.apache.commons.collections4.map|AbstractMapDecorator|hashCode|1
org.apache.commons.collections4.map|AbstractMapDecorator|isEmpty|1
org.apache.commons.collections4.map|AbstractMapDecorator|keySet|1
org.apache.commons.collections4.map|AbstractMapDecorator|put|1
org.apache.commons.collections4.map|AbstractMapDecorator|putAll|1
org.apache.commons.collections4.map|AbstractMapDecorator|remove|1
org.apache.commons.collections4.map|AbstractMapDecorator|size|1
org.apache.commons.collections4.map|AbstractMapDecorator|toString|1
org.apache.commons.collections4.map|AbstractMapDecorator|values|1
org.apache.commons.collections4.map|AbstractOrderedMapDecorator|decorated|1
org.apache.commons.collections4.map|AbstractOrderedMapDecorator|firstKey|1
org.apache.commons.collections4.map|AbstractOrderedMapDecorator|lastKey|1
org.apache.commons.collections4.map|AbstractOrderedMapDecorator|mapIterator|1
org.apache.commons.collections4.map|AbstractOrderedMapDecorator|nextKey|1
org.apache.commons.collections4.map|AbstractOrderedMapDecorator|previousKey|1
org.apache.commons.collections4.map|AbstractReferenceMap|clear|3
org.apache.commons.collections4.map|AbstractReferenceMap|containsKey|3
org.apache.commons.collections4.map|AbstractReferenceMap|containsValue|3
org.apache.commons.collections4.map|AbstractReferenceMap|createEntry|1
org.apache.commons.collections4.map|AbstractReferenceMap|createEntrySetIterator|1
org.apache.commons.collections4.map|AbstractReferenceMap|createKeySetIterator|1
org.apache.commons.collections4.map|AbstractReferenceMap|createValuesIterator|1
org.apache.commons.collections4.map|AbstractReferenceMap|doReadObject|3
org.apache.commons.collections4.map|AbstractReferenceMap|doWriteObject|3
org.apache.commons.collections4.map|AbstractReferenceMap|entrySet|3
org.apache.commons.collections4.map|AbstractReferenceMap|get|3
org.apache.commons.collections4.map|AbstractReferenceMap|getEntry|3
org.apache.commons.collections4.map|AbstractReferenceMap|hashEntry|1
org.apache.commons.collections4.map|AbstractReferenceMap|init|1
org.apache.commons.collections4.map|AbstractReferenceMap|isEmpty|1
org.apache.commons.collections4.map|AbstractReferenceMap|isEqualKey|1
org.apache.commons.collections4.map|AbstractReferenceMap|isKeyType|1
org.apache.commons.collections4.map|AbstractReferenceMap|isValueType|1
org.apache.commons.collections4.map|AbstractReferenceMap|keySet|3
org.apache.commons.collections4.map|AbstractReferenceMap|mapIterator|1
org.apache.commons.collections4.map|AbstractReferenceMap|purge|3
org.apache.commons.collections4.map|AbstractReferenceMap|purge|5
org.apache.commons.collections4.map|AbstractReferenceMap|purgeBeforeRead|1
org.apache.commons.collections4.map|AbstractReferenceMap|purgeBeforeWrite|1
org.apache.commons.collections4.map|AbstractReferenceMap|put|1
org.apache.commons.collections4.map|AbstractReferenceMap|remove|3
org.apache.commons.collections4.map|AbstractReferenceMap|size|1
org.apache.commons.collections4.map|AbstractReferenceMap|values|3
org.apache.commons.collections4.map|AbstractSortedMapDecorator|comparator|1
org.apache.commons.collections4.map|AbstractSortedMapDecorator|decorated|1
org.apache.commons.collections4.map|AbstractSortedMapDecorator|firstKey|1
org.apache.commons.collections4.map|AbstractSortedMapDecorator|headMap|1
org.apache.commons.collections4.map|AbstractSortedMapDecorator|lastKey|1
org.apache.commons.collections4.map|AbstractSortedMapDecorator|mapIterator|1
org.apache.commons.collections4.map|AbstractSortedMapDecorator|nextKey|1
org.apache.commons.collections4.map|AbstractSortedMapDecorator|previousKey|1
org.apache.commons.collections4.map|AbstractSortedMapDecorator|subMap|1
org.apache.commons.collections4.map|AbstractSortedMapDecorator|tailMap|1
org.apache.commons.collections4.map|CaseInsensitiveMap|clone|1
org.apache.commons.collections4.map|CaseInsensitiveMap|convertKey|4
org.apache.commons.collections4.map|CaseInsensitiveMap|readObject|1
org.apache.commons.collections4.map|CaseInsensitiveMap|writeObject|1
org.apache.commons.collections4.map|CompositeMap|addComposited|6
org.apache.commons.collections4.map|CompositeMap|clear|3
org.apache.commons.collections4.map|CompositeMap|containsKey|4
org.apache.commons.collections4.map|CompositeMap|containsValue|4
org.apache.commons.collections4.map|CompositeMap|entrySet|3
org.apache.commons.collections4.map|CompositeMap|equals|3
org.apache.commons.collections4.map|CompositeMap|get|4
org.apache.commons.collections4.map|CompositeMap|hashCode|1
org.apache.commons.collections4.map|CompositeMap|isEmpty|4
org.apache.commons.collections4.map|CompositeMap|keySet|3
org.apache.commons.collections4.map|CompositeMap|put|3
org.apache.commons.collections4.map|CompositeMap|putAll|3
org.apache.commons.collections4.map|CompositeMap|remove|4
org.apache.commons.collections4.map|CompositeMap|removeComposited|4
org.apache.commons.collections4.map|CompositeMap|setMutator|1
org.apache.commons.collections4.map|CompositeMap|size|3
org.apache.commons.collections4.map|CompositeMap|values|3
org.apache.commons.collections4.map|MapMutator|put|1
org.apache.commons.collections4.map|MapMutator|putAll|1
org.apache.commons.collections4.map|MapMutator|resolveCollision|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|builder|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|hash|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|clear|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|compute|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|computeIfAbsent|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|computeIfPresent|3
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|containsKey|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|containsValue|9
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|entrySet|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|get|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|hashOf|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|isEmpty|7
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|keySet|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|purgeStaleEntries|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|put|3
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|putAll|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|putIfAbsent|3
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|remove|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|remove|3
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|replace|3
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|replace|3
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|segmentFor|1
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|size|7
org.apache.commons.collections4.map|ConcurrentReferenceHashMap|values|1
org.apache.commons.collections4.map|Builder|get|3
org.apache.commons.collections4.map|Builder|setConcurrencyLevel|1
org.apache.commons.collections4.map|Builder|setInitialCapacity|1
org.apache.commons.collections4.map|Builder|setKeyReferenceType|1
org.apache.commons.collections4.map|Builder|setLoadFactor|1
org.apache.commons.collections4.map|Builder|setOptions|1
org.apache.commons.collections4.map|Builder|setSourceMap|1
org.apache.commons.collections4.map|Builder|setValueReferenceType|1
org.apache.commons.collections4.map|Builder|softKeys|1
org.apache.commons.collections4.map|Builder|softValues|1
org.apache.commons.collections4.map|Builder|strongKeys|1
org.apache.commons.collections4.map|Builder|strongValues|1
org.apache.commons.collections4.map|Builder|weakKeys|1
org.apache.commons.collections4.map|Builder|weakValues|1
org.apache.commons.collections4.map|DefaultedMap|defaultedMap|1
org.apache.commons.collections4.map|DefaultedMap|defaultedMap|1
org.apache.commons.collections4.map|DefaultedMap|defaultedMap|1
org.apache.commons.collections4.map|DefaultedMap|get|1
org.apache.commons.collections4.map|DefaultedMap|readObject|1
org.apache.commons.collections4.map|DefaultedMap|writeObject|1
org.apache.commons.collections4.map|EntrySetToMapIteratorAdapter|current|3
org.apache.commons.collections4.map|EntrySetToMapIteratorAdapter|getKey|1
org.apache.commons.collections4.map|EntrySetToMapIteratorAdapter|getValue|1
org.apache.commons.collections4.map|EntrySetToMapIteratorAdapter|hasNext|1
org.apache.commons.collections4.map|EntrySetToMapIteratorAdapter|next|1
org.apache.commons.collections4.map|EntrySetToMapIteratorAdapter|remove|1
org.apache.commons.collections4.map|EntrySetToMapIteratorAdapter|reset|1
org.apache.commons.collections4.map|EntrySetToMapIteratorAdapter|setValue|1
org.apache.commons.collections4.map|FixedSizeMap|fixedSizeMap|1
org.apache.commons.collections4.map|FixedSizeMap|clear|1
org.apache.commons.collections4.map|FixedSizeMap|entrySet|1
org.apache.commons.collections4.map|FixedSizeMap|isFull|1
org.apache.commons.collections4.map|FixedSizeMap|keySet|1
org.apache.commons.collections4.map|FixedSizeMap|maxSize|1
org.apache.commons.collections4.map|FixedSizeMap|put|3
org.apache.commons.collections4.map|FixedSizeMap|putAll|3
org.apache.commons.collections4.map|FixedSizeMap|readObject|1
org.apache.commons.collections4.map|FixedSizeMap|remove|1
org.apache.commons.collections4.map|FixedSizeMap|values|1
org.apache.commons.collections4.map|FixedSizeMap|writeObject|1
org.apache.commons.collections4.map|FixedSizeSortedMap|fixedSizeSortedMap|1
org.apache.commons.collections4.map|FixedSizeSortedMap|clear|1
org.apache.commons.collections4.map|FixedSizeSortedMap|entrySet|1
org.apache.commons.collections4.map|FixedSizeSortedMap|getSortedMap|1
org.apache.commons.collections4.map|FixedSizeSortedMap|headMap|1
org.apache.commons.collections4.map|FixedSizeSortedMap|isFull|1
org.apache.commons.collections4.map|FixedSizeSortedMap|keySet|1
org.apache.commons.collections4.map|FixedSizeSortedMap|maxSize|1
org.apache.commons.collections4.map|FixedSizeSortedMap|put|3
org.apache.commons.collections4.map|FixedSizeSortedMap|putAll|3
org.apache.commons.collections4.map|FixedSizeSortedMap|readObject|1
org.apache.commons.collections4.map|FixedSizeSortedMap|remove|1
org.apache.commons.collections4.map|FixedSizeSortedMap|subMap|1
org.apache.commons.collections4.map|FixedSizeSortedMap|tailMap|1
org.apache.commons.collections4.map|FixedSizeSortedMap|values|1
org.apache.commons.collections4.map|FixedSizeSortedMap|writeObject|1
org.apache.commons.collections4.map|Flat3Map|clear|3
org.apache.commons.collections4.map|Flat3Map|clone|3
org.apache.commons.collections4.map|Flat3Map|containsKey|17
org.apache.commons.collections4.map|Flat3Map|containsValue|16
org.apache.commons.collections4.map|Flat3Map|convertToMap|6
org.apache.commons.collections4.map|Flat3Map|createDelegateMap|1
org.apache.commons.collections4.map|Flat3Map|entrySet|3
org.apache.commons.collections4.map|Flat3Map|equals|16
org.apache.commons.collections4.map|Flat3Map|get|17
org.apache.commons.collections4.map|Flat3Map|hashCode|7
org.apache.commons.collections4.map|Flat3Map|isEmpty|1
org.apache.commons.collections4.map|Flat3Map|keySet|3
org.apache.commons.collections4.map|Flat3Map|mapIterator|4
org.apache.commons.collections4.map|Flat3Map|put|18
org.apache.commons.collections4.map|Flat3Map|putAll|5
org.apache.commons.collections4.map|Flat3Map|readObject|4
org.apache.commons.collections4.map|Flat3Map|remove|24
org.apache.commons.collections4.map|Flat3Map|size|3
org.apache.commons.collections4.map|Flat3Map|toString|7
org.apache.commons.collections4.map|Flat3Map|values|3
org.apache.commons.collections4.map|Flat3Map|writeObject|3
org.apache.commons.collections4.map|HashedMap|clone|1
org.apache.commons.collections4.map|HashedMap|readObject|1
org.apache.commons.collections4.map|HashedMap|writeObject|1
org.apache.commons.collections4.map|LazyMap|lazyMap|1
org.apache.commons.collections4.map|LazyMap|lazyMap|1
org.apache.commons.collections4.map|LazyMap|get|3
org.apache.commons.collections4.map|LazyMap|readObject|1
org.apache.commons.collections4.map|LazyMap|writeObject|1
org.apache.commons.collections4.map|LazySortedMap|lazySortedMap|1
org.apache.commons.collections4.map|LazySortedMap|lazySortedMap|1
org.apache.commons.collections4.map|LazySortedMap|comparator|1
org.apache.commons.collections4.map|LazySortedMap|firstKey|1
org.apache.commons.collections4.map|LazySortedMap|getSortedMap|1
org.apache.commons.collections4.map|LazySortedMap|headMap|1
org.apache.commons.collections4.map|LazySortedMap|lastKey|1
org.apache.commons.collections4.map|LazySortedMap|subMap|1
org.apache.commons.collections4.map|LazySortedMap|tailMap|1
org.apache.commons.collections4.map|LinkedMap|asList|1
org.apache.commons.collections4.map|LinkedMap|clone|1
org.apache.commons.collections4.map|LinkedMap|get|1
org.apache.commons.collections4.map|LinkedMap|getValue|1
org.apache.commons.collections4.map|LinkedMap|indexOf|4
org.apache.commons.collections4.map|LinkedMap|readObject|1
org.apache.commons.collections4.map|LinkedMap|remove|1
org.apache.commons.collections4.map|LinkedMap|writeObject|1
org.apache.commons.collections4.map|ListOrderedMap|listOrderedMap|1
org.apache.commons.collections4.map|ListOrderedMap|asList|1
org.apache.commons.collections4.map|ListOrderedMap|clear|1
org.apache.commons.collections4.map|ListOrderedMap|entrySet|1
org.apache.commons.collections4.map|ListOrderedMap|firstKey|3
org.apache.commons.collections4.map|ListOrderedMap|get|1
